Datetime,Month,Average Fish Weight (g),Survival Rate (%),Disease Occurrence (Cases),Temperature (°C),Dissolved Oxygen (mg/L),pH,Turbidity (NTU),Month_Num,month_x,Oxygenation Interventions,Corrective Interventions,Average Temperature (°C),High Temperature (°C),Low Temperature (°C),Precipitation (inches),month_y,day,hour,oxigeno_scaled,ph,turbidez,Oxygenation Automatic,Corrective Measures,Thermal Risk Index,Low Oxygen Alert,Health Status
45292.58333333334,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.473684210526316,2.631578947368421,8.190509494359958,0.403034511147585,0.009436067661401416,Yes,No,Normal,Safe,Stable
45292.625,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,1.526315789473684,2.368421052631579,8.198470293699708,0.4024071432242052,0.008610590492297414,No,No,Normal,Safe,Stable
45292.66666666666,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.578947368421053,2.105263157894737,8.206431093039459,0.4017797753008254,0.007785113323193413,Yes,No,Normal,Safe,Stable
45292.70833333334,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.631578947368421,1.842105263157895,8.214391892379208,0.4011524073774455,0.006959636154089413,No,No,Normal,Safe,Stable
45292.75,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,1,29.1,33.9,24.1,0.51,1,1.684210526315789,1.578947368421053,8.222352691718958,0.4005250394540656,0.006134158984985413,Yes,No,Normal,Safe,Stable
45292.79166666666,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.736842105263158,1.315789473684211,8.230313491058709,0.3998976715306858,0.005308681815881412,No,No,Normal,Safe,Stable
45292.83333333334,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.789473684210526,1.052631578947369,8.238274290398458,0.399270303607306,0.00448320464677741,Yes,No,Normal,Safe,Stable
45292.875,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.842105263157895,0.7894736842105265,8.246235089738208,0.3986429356839261,0.003657727477673411,No,No,Normal,Safe,Stable
45292.91666666666,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.894736842105263,0.5263157894736841,8.254195889077959,0.3980155677605463,0.002832250308569411,Yes,No,Normal,Safe,Stable
45292.95833333334,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.947368421052631,0.2631578947368425,8.262156688417708,0.3973881998371664,0.00200677313946541,No,No,Normal,Safe,Stable
45293,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2,0,8.270117487757458,0.3967608319137866,0.001181295970361408,Yes,No,Normal,Safe,Stable
